filename,composer,type,tracks,ticks_per_beat,first_key_sig,predicted_key_sig,first_time_n,first_time_d,first_time_32nd,time_clocks_per_click,first_note,first_note_time,has_note_off,has_key_change,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
"midi/classical/Burgmueller/Study No.11, La Bergeronnette, opus.100.mid",Burgmueller,1,5,1024,C,C,2,4,8,24,G,0.869564,True,False,108.0,0.0,27.0,1.0,87.0,28.0,4.0,79.0,5.0,26.0,0.0,17.0
"midi/classical/Burgmueller/Study No.12, L'Adieu, opus.100.mid",Burgmueller,1,5,1024,Am,C,4,4,8,24,E,0.815215,True,False,132.0,2.0,94.0,7.0,116.0,43.0,2.0,36.0,21.0,97.0,1.0,48.0
midi/classical/Hays/wsh75tllcthaa.mid,Hays,1,11,96,Eb,D#,4,4,8,24,A#,0,False,False,544.0,9.0,587.0,1104.0,0.0,293.0,234.0,562.0,400.0,42.0,955.0,27.0
"midi/classical/Burgmueller/Study No.14, La Styrienne, opus.100.mid",Burgmueller,1,4,1024,G,G,3,4,8,24,C#,0.9801133749999998,True,False,106.0,19.0,203.0,40.0,134.0,14.0,139.0,160.0,2.0,115.0,2.0,172.0
midi/classical/Thomas/jrt56jb.mid,Thomas,1,11,96,D,D,4,4,8,24,A,0,False,False,112.0,184.0,1068.0,85.0,184.0,52.0,587.0,445.0,83.0,615.0,120.0,419.0
midi/classical/Hays/wsh75tmoa.mid,Hays,1,11,96,Eb,D#,4,4,8,24,C,0,False,False,321.0,19.0,235.0,696.0,0.0,158.0,216.0,268.0,240.0,45.0,403.0,0.0
"midi/classical/Burgmueller/Study No.16, Douce Plainte, opus.100.mid",Burgmueller,1,5,1024,Bb,A#,4,4,8,24,G,0,True,False,63.0,6.0,96.0,48.0,6.0,18.0,30.0,75.0,0.0,63.0,67.0,4.0
midi/classical/Thomas/jrt56ofaot.mid,Thomas,1,7,96,F,F,4,4,8,24,A,0.017361104166666665,False,False,264.0,9.0,42.0,4.0,75.0,206.0,0.0,113.0,3.0,109.0,93.0,27.0
midi/classical/Hays/wsh75tns.mid,Hays,1,11,96,Ab,D#,4,4,8,24,D#,0,False,False,537.0,276.0,291.0,921.0,3.0,162.0,132.0,219.0,843.0,15.0,252.0,12.0
"midi/classical/Burgmueller/Study No.18, Inquietude , opus.100.mid",Burgmueller,1,3,1024,Em,G,2,4,8,24,E,0,True,False,44.0,12.0,54.0,17.0,101.0,0.0,50.0,93.0,0.0,42.0,16.0,161.0
"midi/classical/Burgmueller/Study No.19, Ave Maria, opus.100.mid",Burgmueller,1,5,1024,A,D,3,4,8,24,A,0,True,False,0.0,52.0,28.0,4.0,72.0,8.0,11.0,16.0,19.0,92.0,2.0,27.0
midi/classical/Thomas/jrt56sotl.mid,Thomas,1,4,96,G,G,3,4,8,24,B,0.007102270833333333,False,False,98.0,47.0,236.0,1.0,97.0,7.0,83.0,238.0,0.0,186.0,3.0,244.0
"midi/classical/Burgmueller/.Study No.2, Les perles, opus.109.mid",Burgmueller,1,3,1024,C,C,3,4,8,24,E,0,True,False,214.0,0.0,130.0,1.0,147.0,80.0,19.0,191.0,0.0,99.0,0.0,111.0
midi/classical/Thomas/jrt56sswd.mid,Thomas,1,5,96,G,G,3,8,8,12,B,0.22916666666666666,False,False,342.0,74.0,511.0,94.0,121.0,41.0,323.0,268.0,10.0,269.0,54.0,281.0
midi/classical/Thomas/jrt56tgola.mid,Thomas,1,4,96,D,D,4,4,8,24,A,0,False,False,0.0,124.0,237.0,0.0,107.0,4.0,187.0,112.0,45.0,200.0,31.0,163.0
midi/classical/Hays/wsh75wimlotn.mid,Hays,1,11,96,Bb,D#,4,4,8,24,D,0,False,False,504.0,17.0,777.0,699.0,44.0,799.0,1173.0,324.0,9.0,262.0,883.0,15.0
midi/classical/Burgmueller/burg_quelle.mid,Burgmueller,1,3,480,G,G,2,4,8,24,B,0,False,False,65.0,24.0,432.0,16.0,63.0,10.0,58.0,233.0,2.0,82.0,16.0,114.0
midi/classical/Thomas/jrt57aftb.mid,Thomas,1,7,96,C,C,4,4,8,24,G,0,False,False,401.0,0.0,170.0,0.0,165.0,173.0,36.0,277.0,0.0,150.0,9.0,117.0
midi/classical/Burgmueller/burg_spinnerlied.mid,Burgmueller,1,3,480,D,D,4,4,8,24,A,0,False,False,5.0,80.0,308.0,0.0,83.0,11.0,170.0,146.0,11.0,199.0,18.0,119.0
midi/classical/Thomas/jrt57al.mid,Thomas,1,4,96,D,D,4,4,8,24,A,0,False,False,0.0,33.0,184.0,0.0,56.0,0.0,84.0,67.0,19.0,159.0,0.0,74.0
midi/classical/Burgmueller/burg_sylphen.mid,Burgmueller,1,3,480,Bb,A#,3,8,8,12,E,0,False,True,47.0,6.0,91.0,29.0,4.0,16.0,14.0,71.0,4.0,29.0,46.0,5.0
midi/classical/Thomas/jrt57bf.mid,Thomas,1,4,96,Eb,A#,4,4,8,24,C,3.65625,False,False,152.0,0.0,110.0,302.0,0.0,100.0,26.0,213.0,36.0,40.0,381.0,4.0
midi/classical/Burgmueller/burg_trennung.mid,Burgmueller,1,3,480,Eb,D#,4,4,8,24,A#,1.356546,False,False,102.0,10.0,72.0,303.0,0.0,86.0,8.0,213.0,95.0,20.0,143.0,38.0
"midi/classical/Burgmueller/La Bergeronette, Op. 100 No. 11.mid",Burgmueller,1,4,240,,C,4,4,8,24,G,0,True,False,109.0,0.0,27.0,1.0,86.0,28.0,4.0,79.0,5.0,26.0,0.0,17.0
midi/classical/Hays/wsh76bbmc.mid,Hays,1,10,96,F,A#,4,4,8,24,A,0,False,False,687.0,27.0,621.0,300.0,180.0,765.0,552.0,246.0,15.0,495.0,330.0,123.0
midi/classical/Thomas/jrt57db.mid,Thomas,1,7,96,Bb,A#,4,4,8,24,A#,0,False,False,83.0,11.0,137.0,165.0,11.0,186.0,0.0,103.0,0.0,77.0,286.0,0.0
"midi/classical/Burgmueller/Study No.21, L'Harmonie des Anges, opus.100.mid",Burgmueller,1,5,1024,G,G,4,4,8,24,G,0,True,False,67.0,3.0,116.0,10.0,88.0,2.0,37.0,137.0,0.0,51.0,3.0,140.0
midi/classical/Hays/wsh76bjo.mid,Hays,1,10,96,Ab,C#,4,4,8,24,D#,0,False,False,495.0,226.0,165.0,576.0,6.0,163.0,366.0,71.0,683.0,0.0,125.0,26.0
midi/classical/Thomas/jrt57em.mid,Thomas,1,4,96,G,G,4,4,8,24,D,0,False,False,76.0,44.0,262.0,2.0,104.0,6.0,75.0,169.0,6.0,174.0,5.0,145.0
"midi/classical/Burgmueller/Study No.22, Barcarolle , opus.100.mid",Burgmueller,1,5,1024,Ab,G#,6,8,8,36,D#,0,True,False,128.0,41.0,10.0,161.0,3.0,30.0,4.0,41.0,125.0,2.0,37.0,8.0
midi/classical/Thomas/jrt57idotnm.mid,Thomas,1,4,96,Bb,A#,4,4,8,24,D,0,False,False,138.0,0.0,143.0,104.0,10.0,215.0,4.0,56.0,4.0,94.0,153.0,36.0
midi/classical/Hays/wsh76dbbl.mid,Hays,1,10,96,Eb,D#,4,4,8,24,G,0,False,False,606.0,16.0,734.0,1295.0,0.0,377.0,815.0,756.0,266.0,10.0,1218.0,30.0
midi/classical/Thomas/jrt57iwiwafq.mid,Thomas,1,8,96,D,D,4,4,8,24,D,0.0062499999999999995,False,False,0.0,211.0,493.0,108.0,170.0,20.0,373.0,203.0,9.0,391.0,143.0,382.0
midi/classical/Hays/wsh76iwihah.mid,Hays,1,10,96,Eb,D#,4,4,8,24,A#,0,False,False,349.0,18.0,399.0,567.0,0.0,154.0,163.0,244.0,257.0,40.0,539.0,0.0
"midi/classical/Burgmueller/Study No.3, La Pastorale, opus.100.mid",Burgmueller,1,4,1024,G,G,6,8,8,36,G,0,True,False,36.0,2.0,140.0,3.0,24.0,4.0,20.0,114.0,0.0,26.0,3.0,100.0
"midi/classical/Burgmueller/Study No.4, La Petite Reunion, opus.100.mid",Burgmueller,1,5,1024,C,C,4,4,8,24,G,0,True,False,145.0,0.0,131.0,0.0,109.0,104.0,0.0,78.0,4.0,70.0,0.0,88.0
midi/classical/Hays/wsh76ohya.mid,Hays,1,11,96,Ab,C#,4,4,8,24,D#,0,False,False,670.0,391.0,320.0,845.0,12.0,242.0,4.0,170.0,1573.0,8.0,188.0,30.0
midi/classical/Thomas/jrt57qotn.mid,Thomas,1,4,96,Bb,A#,6,8,8,12,A#,0.11458333333333333,False,False,150.0,8.0,329.0,160.0,19.0,201.0,35.0,288.0,9.0,99.0,412.0,12.0
"midi/classical/Burgmueller/Study No.6, Progres, opus.100.mid",Burgmueller,1,5,1024,C,C,4,4,8,24,E,0,True,False,82.0,0.0,61.0,6.0,89.0,52.0,7.0,65.0,10.0,55.0,0.0,58.0
midi/classical/Hays/wsh76plw.mid,Hays,1,10,96,Eb,D#,4,4,8,24,G,0,False,False,390.0,12.0,420.0,903.0,6.0,222.0,1101.0,402.0,246.0,57.0,519.0,0.0
"midi/classical/Burgmueller/Study No.7, Le Courant Limpide, opus.100.mid",Burgmueller,1,5,1024,G,G,4,4,8,24,G,0,True,False,22.0,11.0,189.0,0.0,20.0,0.0,28.0,159.0,0.0,69.0,0.0,87.0
"midi/classical/Burgmueller/Study No.8, La Gracieuse, opus.100.mid",Burgmueller,1,3,1024,F,F,3,4,8,24,C,0,True,False,174.0,2.0,65.0,9.0,73.0,95.0,28.0,149.0,4.0,69.0,69.0,46.0
midi/classical/Thomas/jrt57wih.mid,Thomas,1,7,96,D,D,4,4,8,24,A,0.53125,False,False,12.0,136.0,310.0,2.0,163.0,27.0,152.0,114.0,44.0,328.0,0.0,81.0
midi/classical/Hays/wsh76tnhltoh.mid,Hays,1,10,96,Ab,C#,4,4,8,24,D#,0,False,False,594.0,252.0,249.0,669.0,42.0,297.0,138.0,159.0,615.0,0.0,249.0,15.0
midi/classical/Busoni/Another Version on Bizets Carmen.mid,Busoni,1,5,384,,D,3,4,8,24,A,0,True,False,332.0,687.0,774.0,335.0,536.0,526.0,538.0,405.0,456.0,736.0,253.0,456.0
midi/classical/Hays/wsh76wagttcom.mid,Hays,1,10,96,F,A#,4,4,8,24,C,0.008681145833333332,False,False,1066.0,10.0,459.0,180.0,65.0,1113.0,527.0,105.0,0.0,593.0,369.0,0.0
midi/classical/Thomas/jrt58cs.mid,Thomas,1,4,96,Eb,D#,4,4,8,24,G,0,False,False,306.0,0.0,184.0,283.0,0.0,110.0,0.0,289.0,24.0,0.0,224.0,0.0
midi/classical/Hays/wsh76wtmo.mid,Hays,1,10,96,F,A#,4,4,8,24,A,0,False,False,908.0,69.0,452.0,270.0,209.0,885.0,609.0,248.0,21.0,405.0,523.0,18.0
midi/classical/Busoni/Fantasia Nach J. S. Bach.mid,Busoni,1,8,120,Ab,G#,4,4,8,24,F,3.2142869999999997,False,True,339.0,165.0,60.0,197.0,102.0,273.0,33.0,196.0,286.0,53.0,177.0,28.0
midi/classical/Thomas/jrt58dlym.mid,Thomas,1,11,96,F,F,1,8,8,12,A,0.08333333333333333,False,False,1604.0,50.0,801.0,250.0,556.0,1175.0,551.0,622.0,388.0,1086.0,744.0,548.0
midi/classical/Hays/wsh77aaa.mid,Hays,1,10,96,Ab,C#,4,4,8,24,D#,0.014204541666666666,False,False,558.0,360.0,339.0,741.0,0.0,258.0,570.0,180.0,714.0,9.0,387.0,0.0
midi/classical/Thomas/jrt58fotdbs.mid,Thomas,1,4,96,C,C,4,4,8,24,C,0.008680552083333333,False,False,319.0,0.0,66.0,8.0,165.0,62.0,24.0,282.0,4.0,68.0,0.0,119.0
midi/classical/Busoni/Sonatina No. 6 Kammer-Fantasie lber Bizets Carmen.mid,Busoni,1,4,1024,A,A,1,4,8,24,C#,0,False,True,0.0,65.0,109.0,0.0,59.0,0.0,46.0,1.0,19.0,106.0,0.0,45.0
midi/classical/Thomas/jrt58iltl.mid,Thomas,1,4,96,Eb,D#,4,4,8,24,D#,0,False,False,130.0,2.0,104.0,304.0,4.0,125.0,8.0,222.0,142.0,27.0,351.0,19.0
midi/classical/Hays/wsh77cbitl.mid,Hays,1,10,96,Ab,C#,4,4,8,24,C,0,False,False,324.0,225.0,201.0,579.0,9.0,201.0,123.0,156.0,471.0,0.0,300.0,15.0
midi/classical/Hays/wsh77dswdscg.mid,Hays,1,9,96,Bb,D#,4,4,8,24,A#,0,False,False,489.0,12.0,540.0,390.0,30.0,432.0,402.0,276.0,0.0,153.0,651.0,18.0
midi/classical/Thomas/jrt58mdgb.mid,Thomas,1,4,96,Eb,D#,4,4,8,24,A#,0.7986107916666666,False,False,118.0,6.0,93.0,153.0,13.0,145.0,7.0,146.0,91.0,66.0,298.0,24.0
midi/classical/Thomas/jrt58mr.mid,Thomas,1,4,96,D,D,1,8,8,12,F#,0.1339285,False,False,2.0,123.0,364.0,0.0,143.0,18.0,203.0,84.0,72.0,451.0,37.0,166.0
midi/classical/Hays/wsh77eidm.mid,Hays,1,11,96,Ab,C#,4,4,8,24,G#,0,False,False,921.0,283.0,216.0,486.0,91.0,589.0,483.0,307.0,1001.0,0.0,387.0,180.0
midi/classical/Thomas/jrt58odnqf.mid,Thomas,1,4,96,G,G,1,4,8,24,D,0.020833333333333332,False,False,88.0,12.0,286.0,5.0,40.0,9.0,116.0,177.0,0.0,163.0,45.0,112.0
midi/classical/Thomas/jrt58odyrtt.mid,Thomas,1,4,96,G,G,1,8,8,12,G,0.013888895833333333,False,False,103.0,25.0,291.0,4.0,57.0,18.0,75.0,248.0,5.0,128.0,1.0,179.0
midi/classical/Hays/wsh77gtca.mid,Hays,1,10,96,Eb,D#,4,4,8,24,D#,0,False,False,468.0,36.0,448.0,1408.0,16.0,200.0,228.0,708.0,200.0,68.0,1224.0,16.0
midi/classical/Thomas/jrt58pn.mid,Thomas,1,4,96,D,D,2,4,8,24,D,0.546875,False,False,15.0,22.0,170.0,0.0,25.0,0.0,104.0,82.0,0.0,138.0,0.0,79.0
midi/classical/Hays/wsh77ithttb.mid,Hays,1,10,96,Bb,D#,4,4,8,24,F,0,False,True,109.0,6.0,239.0,125.0,11.0,184.0,65.0,82.0,0.0,54.0,222.0,3.0
midi/classical/Thomas/jrt58sh.mid,Thomas,1,4,96,F,F,4,4,8,24,D,0.3038196875,False,True,0.0,17.0,68.0,0.0,19.0,66.0,1.0,11.0,0.0,72.0,16.0,0.0
midi/classical/Hays/wsh77mmbtrs.mid,Hays,1,10,96,Bb,A#,4,4,8,24,F,0.0078125,False,False,453.0,15.0,477.0,411.0,39.0,567.0,228.0,183.0,0.0,231.0,738.0,6.0
midi/classical/Thomas/jrt58sp.mid,Thomas,1,8,96,F,F,1,8,8,12,A,0.1484375,False,False,641.0,39.0,441.0,48.0,167.0,537.0,690.0,350.0,12.0,451.0,450.0,273.0
midi/classical/Hays/wsh77oaft.mid,Hays,1,9,96,F,F,4,4,8,24,A,0,False,False,699.0,33.0,465.0,129.0,120.0,723.0,201.0,162.0,0.0,369.0,222.0,12.0
midi/classical/Thomas/jrt58tawm.mid,Thomas,1,7,96,F,F,1,4,8,24,F,0.5902775416666666,False,False,260.0,56.0,213.0,9.0,110.0,338.0,13.0,93.0,9.0,263.0,175.0,13.0
midi/classical/Thomas/jrt58tbbe.mid,Thomas,1,4,96,G,G,3,4,8,24,G,0.5078122291666667,False,False,80.0,14.0,295.0,0.0,42.0,8.0,78.0,224.0,12.0,72.0,14.0,176.0
"midi/classical/Busoni/Piano Concerto, Mov.3. A wonderful piece/Busoni3.mid",Busoni,1,38,192,Eb,C#,4,4,8,24,C#,0,False,False,1989.0,3309.0,1694.0,1858.0,2045.0,1943.0,2090.0,2362.0,2823.0,1352.0,1662.0,1767.0
midi/classical/Thomas/jrt58tcn.mid,Thomas,1,4,96,C,C,4,4,8,24,G,0,False,False,119.0,8.0,74.0,1.0,84.0,69.0,7.0,181.0,1.0,83.0,8.0,69.0
midi/classical/Hays/wsh78cum.mid,Hays,1,11,96,Eb,D#,4,4,8,24,A#,0,False,False,404.0,14.0,250.0,1094.0,0.0,160.0,184.0,392.0,214.0,34.0,506.0,28.0
midi/classical/Thomas/jrt58tfh.mid,Thomas,1,4,96,D,D,4,4,8,24,D,0.0078125,False,False,5.0,149.0,537.0,4.0,135.0,2.0,184.0,315.0,26.0,357.0,9.0,157.0
midi/classical/Thomas/jrt58tsomh.mid,Thomas,1,4,96,Eb,D#,1,4,8,24,D#,0.53125,False,False,111.0,4.0,88.0,228.0,0.0,140.0,3.0,213.0,100.0,37.0,222.0,7.0
midi/classical/Hays/wsh78ghuww.mid,Hays,1,9,96,Eb,D#,4,4,8,24,G,0.009469687499999999,False,False,335.0,19.0,323.0,826.0,0.0,153.0,189.0,333.0,315.0,27.0,649.0,0.0
midi/classical/Thomas/jrt58votww.mid,Thomas,1,11,96,Eb,D#,4,4,8,24,G,0,False,False,203.0,39.0,276.0,438.0,23.0,197.0,427.0,369.0,231.0,49.0,354.0,162.0
midi/classical/Thomas/jrt58witb.mid,Thomas,1,4,96,F,F,4,4,8,24,C,0.265625,False,False,204.0,38.0,168.0,14.0,116.0,267.0,34.0,144.0,83.0,210.0,103.0,50.0
midi/classical/Hays/wsh78kidmodr.mid,Hays,1,11,96,Eb,D#,4,4,8,24,A#,0,False,False,429.0,41.0,359.0,1719.0,0.0,198.0,0.0,1022.0,808.0,24.0,1236.0,36.0
midi/classical/Hays/wsh78nb.mid,Hays,1,7,96,Ab,G#,1,4,8,24,G#,0.47916690624999997,False,False,255.0,183.0,9.0,297.0,12.0,123.0,0.0,60.0,426.0,0.0,102.0,6.0
midi/classical/Thomas/jrt59ca.mid,Thomas,1,4,96,G,G,4,4,8,24,G,0,False,False,85.0,17.0,199.0,3.0,115.0,1.0,57.0,224.0,0.0,137.0,0.0,190.0
midi/classical/Hays/wsh78offp.mid,Hays,1,9,96,F,F,4,4,8,24,A,0,False,False,852.0,15.0,552.0,129.0,156.0,672.0,222.0,156.0,12.0,294.0,378.0,36.0
midi/classical/Thomas/jrt59friendship.mid,Thomas,1,4,96,Bb,A#,4,4,8,24,F,0,False,False,100.0,2.0,128.0,67.0,8.0,115.0,14.0,77.0,0.0,74.0,157.0,4.0
midi/classical/Hays/wsh78tcoth.mid,Hays,1,9,96,F,F,4,4,8,24,A,0,False,False,514.0,191.0,263.0,72.0,124.0,537.0,119.0,100.0,76.0,192.0,201.0,11.0
midi/classical/Thomas/jrt54wma.mid,Thomas,1,11,96,G,G,4,4,8,24,D,0,False,False,215.0,81.0,1034.0,77.0,255.0,30.0,587.0,613.0,51.0,298.0,157.0,714.0
midi/classical/Hays/wsh78twatd.mid,Hays,1,7,96,Eb,D#,3,4,8,24,G,2.47916790625,False,False,240.0,9.0,222.0,495.0,3.0,249.0,15.0,459.0,228.0,27.0,489.0,36.0
"midi/classical/Busoni/Piano Concerto, Mov.5/busoni5.mid",Busoni,1,36,192,,E,3,4,8,24,B,0,False,False,1673.0,656.0,494.0,966.0,1461.0,494.0,755.0,924.0,721.0,642.0,434.0,1637.0
midi/classical/Thomas/jrt56sakwwyc.mid,Thomas,1,7,96,D,D,1,8,8,12,F#,0.13888895833333334,False,False,0.0,75.0,295.0,0.0,106.0,0.0,216.0,158.0,14.0,264.0,13.0,111.0
midi/classical/Busser/Andalucia for flute and piano Movement named vivo.mid,Busser,1,3,480,F,F,3,8,8,12,C,0,False,True,183.0,8.0,101.0,4.0,73.0,114.0,9.0,88.0,4.0,113.0,91.0,12.0
midi/classical/Thomas/jrt57iwsc.mid,Thomas,1,4,96,Eb,D#,4,4,8,24,A#,0,False,False,95.0,18.0,90.0,172.0,6.0,85.0,21.0,171.0,105.0,25.0,241.0,15.0
"midi/classical/Buxehude/Fuga in C, WV174.mid",Buxehude,1,2,384,C,C,4,4,8,96,C,0.41666666666666663,True,False,289.0,3.0,162.0,0.0,229.0,127.0,27.0,250.0,2.0,146.0,20.0,155.0
midi/classical/Hays/wsh78wloah.mid,Hays,1,9,96,Eb,D#,4,4,8,24,A#,0,False,False,357.0,30.0,354.0,717.0,0.0,111.0,402.0,348.0,258.0,54.0,573.0,15.0
midi/classical/Thomas/jrt59hdra.mid,Thomas,1,4,96,G,G,4,4,8,24,B,0,False,False,111.0,15.0,262.0,0.0,92.0,0.0,94.0,240.0,0.0,168.0,3.0,203.0
midi/classical/Thomas/jrt59tltfis.mid,Thomas,1,4,96,Bb,A#,4,4,8,24,F,0,False,False,159.0,28.0,185.0,117.0,11.0,327.0,25.0,126.0,6.0,147.0,233.0,12.0
midi/classical/Carcassi/Carcassi_Caprice_Op26_No1.mid,Carcassi,1,2,480,,C,3,4,8,24,C,0,False,False,132.0,0.0,57.0,2.0,100.0,56.0,12.0,193.0,12.0,43.0,3.0,31.0
midi/classical/Thomas/jrt60tbalff.mid,Thomas,1,8,96,G,G,4,4,8,24,G,0.6646825729166665,False,False,158.0,84.0,570.0,52.0,253.0,40.0,499.0,440.0,33.0,304.0,93.0,428.0
midi/classical/Carcassi/Carcassi_Contradanza.mid,Carcassi,1,3,120,C,C,2,4,8,24,E,0,False,False,62.0,7.0,62.0,3.0,54.0,29.0,8.0,95.0,6.0,32.0,0.0,38.0
midi/classical/Thomas/jrt61otwiwwt.mid,Thomas,1,4,96,F,F,1,8,8,12,C,0.171875,False,False,307.0,33.0,70.0,0.0,81.0,222.0,12.0,106.0,23.0,155.0,133.0,18.0
midi/classical/Carcassi/Carcassi_Etude_No10_Op60.mid,Carcassi,1,3,1024,D,D,3,8,8,12,A,0,True,False,12.0,60.0,126.0,0.0,84.0,0.0,90.0,102.0,14.0,136.0,0.0,78.0
midi/classical/Carcassi/Carcassi_Etude_No11_Op60.mid,Carcassi,1,3,1024,Dm,F,2,4,8,24,A,0.8522724999999999,True,False,5.0,14.0,42.0,6.0,30.0,42.0,0.0,22.0,1.0,52.0,9.0,2.0
midi/classical/Thomas/jrt63fs.mid,Thomas,1,4,96,C,C,4,4,8,24,C,0,False,False,310.0,0.0,97.0,0.0,146.0,93.0,10.0,270.0,6.0,120.0,4.0,117.0
midi/classical/Carcassi/Carcassi_Etude_No13_Op60.mid,Carcassi,1,3,1024,A,A,4,8,8,12,A,0,True,False,0.0,68.0,38.0,20.0,346.0,0.0,68.0,0.0,74.0,96.0,8.0,94.0
midi/classical/Carcassi/Carcassi_Etude_No14_Op60.mid,Carcassi,1,3,1024,D,D,2,4,8,24,D,0,True,False,2.0,41.0,53.0,3.0,52.0,0.0,40.0,34.0,16.0,62.0,2.0,37.0
midi/classical/Carcassi/Carcassi_Etude_No15_Op60.mid,Carcassi,1,3,1024,C,C,4,4,8,24,C,0,True,False,167.0,4.0,75.0,1.0,161.0,55.0,34.0,135.0,2.0,46.0,3.0,83.0
midi/classical/Carcassi/Carcassi_Etude_No16_Op60.mid,Carcassi,1,3,1024,F,F,4,4,8,24,F,0,True,False,106.0,24.0,52.0,0.0,66.0,66.0,2.0,34.0,12.0,92.0,74.0,8.0
midi/classical/Hays/wsh79tgv.mid,Hays,1,11,96,F,F,4,4,8,24,A#,0,False,False,1036.0,52.0,592.0,112.0,252.0,1064.0,284.0,352.0,0.0,568.0,504.0,72.0
midi/classical/Thomas/jrt65idotss.mid,Thomas,1,8,96,Ab,C#,4,4,8,24,C,0.0088028125,False,False,386.0,226.0,182.0,649.0,48.0,194.0,480.0,118.0,485.0,62.0,275.0,230.0
midi/classical/Thomas/jrt66rotv.mid,Thomas,1,7,96,G,G,6,8,8,12,G,0.13020833333333334,False,False,116.0,8.0,149.0,6.0,111.0,13.0,33.0,152.0,0.0,90.0,0.0,139.0
midi/classical/Carcassi/Carcassi_Etude_No20_Op60.mid,Carcassi,1,3,1024,A,A,12,8,8,36,A,0,True,False,34.0,92.0,68.0,8.0,214.0,10.0,46.0,40.0,58.0,142.0,0.0,108.0
midi/classical/Thomas/jrt67janette.mid,Thomas,1,4,96,Eb,D#,4,4,8,24,C,0,False,False,106.0,10.0,81.0,313.0,0.0,67.0,0.0,214.0,129.0,3.0,249.0,7.0
midi/classical/Carcassi/Carcassi_Etude_No21_Op60.mid,Carcassi,1,3,1024,A,A,2,4,8,24,C#,1.1842095,True,True,2.0,27.0,20.0,3.0,27.0,0.0,16.0,0.0,13.0,40.0,0.0,16.0
midi/classical/Carcassi/Carcassi_Etude_No22_Op60.mid,Carcassi,1,3,1024,C,C,2,8,8,12,E,0.1875,True,False,80.0,5.0,30.0,22.0,76.0,40.0,41.0,72.0,5.0,39.0,17.0,74.0
midi/classical/Carcassi/Carcassi_Etude_No23_Op60.mid,Carcassi,1,3,1024,A,A,12,8,8,36,C#,0,True,True,0.0,17.0,13.0,12.0,51.0,4.0,20.0,0.0,18.0,23.0,1.0,52.0
midi/classical/Carcassi/Carcassi_Etude_No24_Op60.mid,Carcassi,1,3,1024,E,E,3,8,8,36,G#,0.27777775,True,False,27.0,71.0,2.0,78.0,128.0,4.0,48.0,16.0,110.0,58.0,15.0,110.0
midi/classical/Thomas/jrt70odoymo.mid,Thomas,1,4,96,G,G,1,4,8,24,D,0.017361104166666665,False,False,89.0,12.0,285.0,5.0,42.0,9.0,114.0,177.0,0.0,161.0,45.0,112.0
midi/classical/Carcassi/Carcassi_Etude_No25_Op60.mid,Carcassi,1,3,1024,A,A,4,4,8,24,A,0,True,False,41.0,121.0,90.0,26.0,270.0,35.0,47.0,27.0,75.0,217.0,2.0,114.0
midi/classical/Carcassi/Carcassi_Etude_No2_Op60.mid,Carcassi,1,3,1024,Am,C,4,4,8,24,A,0,True,False,59.0,16.0,56.0,2.0,122.0,67.0,0.0,30.0,61.0,137.0,4.0,59.0
midi/classical/Carcassi/Carcassi_Etude_No3_Op60.mid,Carcassi,1,3,1024,A,A,12,8,8,36,A,0,True,False,4.0,100.0,80.0,8.0,120.0,16.0,76.0,12.0,60.0,152.0,20.0,96.0
midi/classical/Thomas/jrt74cac-q-gtr.mid,Thomas,1,6,96,E,E,1,4,8,24,B,0.0078125,False,False,30.0,212.0,0.0,118.0,492.0,4.0,193.0,0.0,296.0,179.0,42.0,421.0
midi/classical/Carcassi/Carcassi_Etude_No5_Op60.mid,Carcassi,1,3,1024,G,G,1,4,8,24,D,0.5,True,False,44.0,15.0,73.0,9.0,37.0,10.0,40.0,80.0,8.0,37.0,3.0,56.0
midi/classical/Hays/wsh81gbig.mid,Hays,1,11,96,Eb,D#,4,4,8,24,A#,0,False,False,628.0,13.0,435.0,926.0,0.0,81.0,269.0,549.0,306.0,0.0,673.0,48.0
midi/classical/Thomas/jrt76ttt.mid,Thomas,1,7,96,Eb,D#,4,4,8,24,C,0,False,False,45.0,1.0,65.0,228.0,8.0,83.0,0.0,176.0,55.0,21.0,273.0,12.0
midi/classical/Carcassi/Carcassi_Etude_No8_Op60.mid,Carcassi,1,3,1024,A,E,4,4,8,24,C,0,True,True,8.0,24.0,10.0,16.0,35.0,2.0,23.0,4.0,27.0,28.0,2.0,24.0
midi/classical/Thomas/jrt59ianah.mid,Thomas,1,7,96,G,G,4,4,8,24,D,0,False,False,126.0,14.0,280.0,0.0,95.0,0.0,60.0,287.0,0.0,132.0,0.0,174.0
midi/classical/Carcassi/Carcassi_Air_Suisse_Varie_Op20.mid,Carcassi,1,2,480,,A,3,4,197,10,A,0,True,False,78.0,564.0,391.0,126.0,1063.0,39.0,299.0,7.0,296.0,741.0,36.0,390.0
midi/classical/Hays/wsh82gbtloah.mid,Hays,1,10,96,F,F,4,4,8,24,A,0,False,False,696.0,147.0,587.0,195.0,147.0,713.0,708.0,297.0,78.0,358.0,429.0,36.0
midi/classical/Carcassi/Carcassi_Allegretto_Op5_No12.mid,Carcassi,1,2,120,D,D,2,4,8,24,A,0.6,False,False,20.0,83.0,224.0,11.0,118.0,2.0,141.0,112.0,39.0,168.0,12.0,65.0
